image_path,label
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(35).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(33).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(27).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(7).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(65).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(92).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(69).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(77).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(14).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(23).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(54).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(39).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(69).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(19).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(62).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(24).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(53).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(22).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(21).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(94).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(88).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(32).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(43).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(16).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(14).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(20).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(24).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(81).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(81).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(40).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(44).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(49).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(69).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(52).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(99).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(45).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(45).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(91).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(27).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(59).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(51).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(55).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(51).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(25).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(16).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(88).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(68).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(83).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(23).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(19).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(73).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(72).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(67).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(69).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(92).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(67).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(45).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(24).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(59).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(22).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(52).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(89).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(95).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(73).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(37).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(6).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(48).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(46).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(102).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(50).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(78).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(23).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(42).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(64).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(52).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(56).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(100).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(1).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(32).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(17).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(44).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(12).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(65).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(11).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(18).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(13).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(14).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(90).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(14).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(67).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(36).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(66).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(79).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(79).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(34).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(6).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(78).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(70).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(2).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(36).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(19).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(35).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(72).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(53).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(18).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(25).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(96).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(75).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(89).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(13).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(26).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(10).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(26).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(46).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(5).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(73).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(29).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(71).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(61).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(84).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(33).jpg,3
